account_name,tier_label,gap_days,sales_vs_baseline_%,prob_decline,rep_message
"SIKA INDUSTRIAL SALES, LLC",Black,243.0,-47.50757367116497,0.1481066571414361,Black tier customer • Last order 243d (typ 61d) • Sales ⬇︎48% vs. norm
M & H METAL SPECIALTIES INC,Black,183.0,-73.16377351191915,0.3293533599992437,Black tier customer • Last order 183d (typ 31d) • Sales ⬇︎73% vs. norm
HYDRAULICS INC,Black,182.0,-73.04469273743017,0.3307338656367143,Black tier customer • Last order 182d (typ 31d) • Sales ⬇︎73% vs. norm
MEDIA VALVE COMPANY INC,Black,336.0,-51.71974522292994,0.0084184149479158,Black tier customer • Last order 336d (typ 168d) • Sales ⬇︎52% vs. norm
CANNON & CANNON IND MACHINING,Black,304.0,-61.83261183261184,0.0145772882599017,Black tier customer • Last order 304d (typ 152d) • Sales ⬇︎62% vs. norm
SUPERIOR MACHINING & FABRICATI,Black,215.0,-80.23960037133637,0.0904820116562035,Black tier customer • Last order 215d (typ 92d) • Sales ⬇︎80% vs. norm
VULCAM DFW LLC,Black,304.0,-48.26039894850781,0.0146874277055614,Black tier customer • Last order 304d (typ 152d) • Sales ⬇︎48% vs. norm
GRANUTECH-SATURN SYSTEMS CORP OF AMERICA,Black,182.0,-45.85968524783056,0.3328159372682677,Black tier customer • Last order 182d (typ 31d) • Sales ⬇︎46% vs. norm
"PARAGON ROOFING, LLC",Black,151.0,-73.23153050094442,0.3730915767809976,Black tier customer • Last order 151d (typ 31d) • Sales ⬇︎73% vs. norm
TOTAL METAL PRODUCTS INC,Black,243.0,-41.52528230516771,0.079355382152633,Black tier customer • Last order 243d (typ 92d) • Sales ⬇︎42% vs. norm
COLLINS CUSTOM MANUFACTURING,Black,212.0,-7.062060531947411,0.297550212224128,Black tier customer • Last order 212d (typ 31d) • Sales ⬇︎7% vs. norm
KINGSPAN LIGHT & AIR,Black,184.0,-62.52498939843703,0.1975738373098506,Black tier customer • Last order 184d (typ 61d) • Sales ⬇︎63% vs. norm
"AIR TRACTOR, INC",Black,153.0,-61.160832964111655,0.3712619893940326,Black tier customer • Last order 153d (typ 31d) • Sales ⬇︎61% vs. norm
"Expert Tool & Machine, Inc.",Black,214.0,-87.9615579160344,0.0476847188710082,Black tier customer • Last order 214d (typ 122d) • Sales ⬇︎88% vs. norm
FORT WORTH TANK WORKS LLC,Black,151.0,-54.78912839737582,0.374250805455436,Black tier customer • Last order 151d (typ 31d) • Sales ⬇︎55% vs. norm
STALLION MANUFACTURING,Black,122.0,-74.99457347514651,0.4151495937348716,Black tier customer • Last order 122d (typ 31d) • Sales ⬇︎75% vs. norm
CASH SALES - DALLAS,Black,153.0,-71.24183006535948,0.2274331169142405,Black tier customer • Last order 153d (typ 61d) • Sales ⬇︎71% vs. norm
LWF SERVICES LLC,Black,151.0,-71.52874825314434,0.2315506583717428,Black tier customer • Last order 151d (typ 61d) • Sales ⬇︎72% vs. norm
COMPLETE RESTAURANT SERVS LTD,Black,153.0,-68.67942933788562,0.2308770586883249,Black tier customer • Last order 153d (typ 61d) • Sales ⬇︎69% vs. norm
SOUTHERN BLEACHER COMPANY,Black,123.0,-79.51928395434203,0.3397811177912882,Black tier customer • Last order 123d (typ 45d) • Sales ⬇︎80% vs. norm
NEO INDUSTRIES CORPORATION,Black,153.0,-29.648333486364887,0.3743149061634677,Black tier customer • Last order 153d (typ 31d) • Sales ⬇︎30% vs. norm
"WELLWORX ENERGY SOLUTIONS, LLC",Black,182.0,-60.67560277212931,0.1090298695425656,Black tier customer • Last order 182d (typ 92d) • Sales ⬇︎61% vs. norm
JCE TRAILERS LLC,Black,92.0,-86.53521585790276,0.4597132617549564,Black tier customer • Last order 92d (typ 31d) • Sales ⬇︎87% vs. norm
MOFFITT WEST LLC,Black,90.0,-87.45350855442598,0.4740051822175473,Black tier customer • Last order 90d (typ 31d) • Sales ⬇︎87% vs. norm
WESTERN SHEET METAL,Black,151.0,-54.78532184765651,0.2307268787835702,Black tier customer • Last order 151d (typ 61d) • Sales ⬇︎55% vs. norm
"KGP GROUP, INC dba SpeQtrum Aerospace",Black,121.0,-82.69005847953217,0.2619878840305214,Black tier customer • Last order 121d (typ 61d) • Sales ⬇︎83% vs. norm
HARTMANNS INCORPORATED,Black,92.0,-80.43942485645138,0.4605003852703877,Black tier customer • Last order 92d (typ 30d) • Sales ⬇︎80% vs. norm
ALLIANCE WELDING AND METAL FABRICATION,Black,243.0,-20.01254705144291,0.0418940964228505,Black tier customer • Last order 243d (typ 121d) • Sales ⬇︎20% vs. norm
TAYLOR PRESS PRODUCTS CO,Black,92.0,-80.45818172597842,0.4595606426484011,Black tier customer • Last order 92d (typ 31d) • Sales ⬇︎80% vs. norm
ED RAGSDALE SHEET METAL INC,Black,120.0,-80.0288046087374,0.2634701279613654,Black tier customer • Last order 120d (typ 61d) • Sales ⬇︎80% vs. norm
JANECEK PERFORMANCE & EQUIPMEN,Black,121.0,-72.60938138909982,0.2636905496975603,Black tier customer • Last order 121d (typ 61d) • Sales ⬇︎73% vs. norm
TRINITY AIR CONDITIONING INC,Black,151.0,-69.65654271927335,0.1303066267921343,Black tier customer • Last order 151d (typ 91d) • Sales ⬇︎70% vs. norm
BIG STATE WELDING AND MACHINE,Black,89.0,-68.94904458598727,0.4629927280314461,Black tier customer • Last order 89d (typ 31d) • Sales ⬇︎69% vs. norm
ALL-PRO THREADED PRODUCTS,Black,151.0,-36.69315758867998,0.2322494463437887,Black tier customer • Last order 151d (typ 61d) • Sales ⬇︎37% vs. norm
SUBURBAN SHEET METAL INC,Black,90.0,-67.1801320339516,0.4619407156994193,Black tier customer • Last order 90d (typ 31d) • Sales ⬇︎67% vs. norm
GATOR PUMP INC,Black,92.0,-64.20419808436927,0.4590680972569478,Black tier customer • Last order 92d (typ 31d) • Sales ⬇︎64% vs. norm
